code,language,model,split,target,source,features,cleaned_code
"def set(self, **kwargs):
        """"""
        Set properties
        """"""
        for name, value in kwargs.items():
            if hasattr(self, name):
                setattr(self, name, value)
            else:
                raise AttributeError(
                    ""{!r} object has no attribute {}"".format(
                        self.__class__.__name__,
                        name))",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 5.03030303030303, 'avgLineLength': 31.666666666666668, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.08333333333333333, 'maintainabilityIndex': 1.5666666666666345, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.47058823529411764}","def set(self, **kwargs):
        
        for name, value in kwargs.items():
            if hasattr(self, name):
                setattr(self, name, value)
            else:
                raise AttributeError(
                    ""{!r} object has no attribute {}"".format(
                        self.__class__.__name__,
                        name))"
"def get_expanded_path(self, path):
        """"""
        expands a path that starts with an ~ to an absolute path
        :param path:
        :return:
        """"""
        if path.startswith('~'):
            return os.path.expanduser('~') + path[1:]
        else:
            return path",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 4.8, 'avgLineLength': 27.7, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.1, 'maintainabilityIndex': 22.28, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.3776223776223776}","def get_expanded_path(self, path):
        
        if path.startswith('~'):
            return os.path.expanduser('~') + path[1:]
        else:
            return path"
"def get_symbol_returns_from_yahoo(symbol, start=None, end=None):
    """"""
    Wrapper for pandas.io.data.get_data_yahoo().
    Retrieves prices for symbol from yahoo and computes returns
    based on adjusted closing prices.

    Parameters
    ----------
    symbol : str
        Symbol name to load, e.g. 'SPY'
    start : pandas.Timestamp compatible, optional
        Start date of time period to retrieve
    end : pandas.Timestamp compatible, optional
        End date of time period to retrieve

    Returns
    -------
    pandas.DataFrame
        Returns of symbol in requested period.
    """"""

    try:
        px = web.get_data_yahoo(symbol, start=start, end=end)
        px['date'] = pd.to_datetime(px['date'])
        px.set_index('date', drop=False, inplace=True)
        rets = px[['adjclose']].pct_change().dropna()
    except Exception as e:
        warnings.warn(
            'Yahoo Finance read failed: {}, falling back to Google'.format(e),
            UserWarning)
        px = web.get_data_google(symbol, start=start, end=end)
        rets = px[['Close']].pct_change().dropna()

    rets.index = rets.index.tz_localize(""UTC"")
    rets.columns = [symbol]
    return rets",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 5.420289855072464, 'avgLineLength': 32.05555555555556, 'emptyLinesDensity': 0.1111111111111111, 'functionDefinitionDensity': 0.027777777777777776, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.2523128679562658}","def get_symbol_returns_from_yahoo(symbol, start=None, end=None):
    

    try:
        px = web.get_data_yahoo(symbol, start=start, end=end)
        px['date'] = pd.to_datetime(px['date'])
        px.set_index('date', drop=False, inplace=True)
        rets = px[['adjclose']].pct_change().dropna()
    except Exception as e:
        warnings.warn(
            'Yahoo Finance read failed: {}, falling back to Google'.format(e),
            UserWarning)
        px = web.get_data_google(symbol, start=start, end=end)
        rets = px[['Close']].pct_change().dropna()

    rets.index = rets.index.tz_localize(""UTC"")
    rets.columns = [symbol]
    return rets"
"def _handle_eio_message(self, sid, data):
        """"""Dispatch Engine.IO messages.""""""
        if sid in self._binary_packet:
            pkt = self._binary_packet[sid]
            if pkt.add_attachment(data):
                del self._binary_packet[sid]
                if pkt.packet_type == packet.BINARY_EVENT:
                    self._handle_event(sid, pkt.namespace, pkt.id, pkt.data)
                else:
                    self._handle_ack(sid, pkt.namespace, pkt.id, pkt.data)
        else:
            pkt = packet.Packet(encoded_packet=data)
            if pkt.packet_type == packet.CONNECT:
                self._handle_connect(sid, pkt.namespace)
            elif pkt.packet_type == packet.DISCONNECT:
                self._handle_disconnect(sid, pkt.namespace)
            elif pkt.packet_type == packet.EVENT:
                self._handle_event(sid, pkt.namespace, pkt.id, pkt.data)
            elif pkt.packet_type == packet.ACK:
                self._handle_ack(sid, pkt.namespace, pkt.id, pkt.data)
            elif pkt.packet_type == packet.BINARY_EVENT or \
                    pkt.packet_type == packet.BINARY_ACK:
                self._binary_packet[sid] = pkt
            elif pkt.packet_type == packet.ERROR:
                raise ValueError('Unexpected ERROR packet.')
            else:
                raise ValueError('Unknown packet type.')",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 5.843283582089552, 'avgLineLength': 49.7037037037037, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.037037037037037035, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.3296783625730994}","def _handle_eio_message(self, sid, data):
        
        if sid in self._binary_packet:
            pkt = self._binary_packet[sid]
            if pkt.add_attachment(data):
                del self._binary_packet[sid]
                if pkt.packet_type == packet.BINARY_EVENT:
                    self._handle_event(sid, pkt.namespace, pkt.id, pkt.data)
                else:
                    self._handle_ack(sid, pkt.namespace, pkt.id, pkt.data)
        else:
            pkt = packet.Packet(encoded_packet=data)
            if pkt.packet_type == packet.CONNECT:
                self._handle_connect(sid, pkt.namespace)
            elif pkt.packet_type == packet.DISCONNECT:
                self._handle_disconnect(sid, pkt.namespace)
            elif pkt.packet_type == packet.EVENT:
                self._handle_event(sid, pkt.namespace, pkt.id, pkt.data)
            elif pkt.packet_type == packet.ACK:
                self._handle_ack(sid, pkt.namespace, pkt.id, pkt.data)
            elif pkt.packet_type == packet.BINARY_EVENT or \
                    pkt.packet_type == packet.BINARY_ACK:
                self._binary_packet[sid] = pkt
            elif pkt.packet_type == packet.ERROR:
                raise ValueError('Unexpected ERROR packet.')
            else:
                raise ValueError('Unknown packet type.')"
"int QueryMax(int L, int R) {

 if (L > R) return 0;

 int k = len[R - L + 1];

 return max(mx[L][k], mx[R - (1 << k) + 1][k]);
  }",cpp,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 2.142857142857143, 'avgLineLength': 15.375, 'emptyLinesDensity': 0.375, 'functionDefinitionDensity': 16.375, 'maintainabilityIndex': 5.66999999999998, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.2846153846153846}","int QueryMax(int L, int R) {

 if (L > R) return 0;

 int k = len[R - L + 1];

 return max(mx[L][k], mx[R - (1 << k) + 1][k]);
  }"
"private static void dumpConfiguration(Writer writer) throws IOException {
    Configuration.dumpConfiguration(new JobConf(), writer);
    writer.write(""\n"");
    // get the QueueManager configuration properties
    QueueManager.dumpConfiguration(writer);
    writer.write(""\n"");
  }",java,human,train,human,gh,"{'avgFunctionLength': 0.0, 'avgIdentifierLength': 7.7407407407407405, 'avgLineLength': 39.42857142857143, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.0, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.14893617021276595}","private static void dumpConfiguration(Writer writer) throws IOException {
    Configuration.dumpConfiguration(new JobConf(), writer);
    writer.write(""\n"");
    
    QueueManager.dumpConfiguration(writer);
    writer.write(""\n"");
  }"
"def qft_circuit(qubits: Qubits) -> Circuit:
    """"""Returns the Quantum Fourier Transform circuit""""""
    # Kudos: Adapted from Rigetti Grove, grove/qft/fourier.py

    N = len(qubits)
    circ = Circuit()
    for n0 in range(N):
        q0 = qubits[n0]
        circ += H(q0)
        for n1 in range(n0+1, N):
            q1 = qubits[n1]
            angle = pi / 2 ** (n1-n0)
            circ += CPHASE(angle, q1, q0)
    circ.extend(reversal_circuit(qubits))
    return circ",python,human,train,human,gh,"{'avgFunctionLength': 0.0, 'avgIdentifierLength': 4.32258064516129, 'avgLineLength': 30.6, 'emptyLinesDensity': 0.06666666666666667, 'functionDefinitionDensity': 0.0, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.30655391120507397}","def qft_circuit(qubits: Qubits) -> Circuit:
    
    

    N = len(qubits)
    circ = Circuit()
    for n0 in range(N):
        q0 = qubits[n0]
        circ += H(q0)
        for n1 in range(n0+1, N):
            q1 = qubits[n1]
            angle = pi / 2 ** (n1-n0)
            circ += CPHASE(angle, q1, q0)
    circ.extend(reversal_circuit(qubits))
    return circ"
"private void createOrUpdateColumnFamily(TableInfo tableInfo, KsDef ksDef) throws Exception
    {
        MetaDataHandler handler = new MetaDataHandler();

        if (containsCompositeKey(tableInfo))
        {
            validateCompoundKey(tableInfo);
            createOrUpdateUsingCQL3(tableInfo, ksDef);

            // After successful schema operation, perform index creation.
            createIndexUsingCql(tableInfo);
        }
        else if (containsCollectionColumns(tableInfo) || isCql3Enabled(tableInfo))
        {
            createOrUpdateUsingCQL3(tableInfo, ksDef);
            createIndexUsingCql(tableInfo);
        }
        else
        {

            CfDef cf_def = handler.getTableMetadata(tableInfo);
            try
            {
                cassandra_client.system_add_column_family(cf_def);
            }
            catch (InvalidRequestException irex)
            {
                updateExistingColumnFamily(tableInfo, ksDef, irex);
            }
        }
    }",java,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 10.224137931034482, 'avgLineLength': 31.258064516129032, 'emptyLinesDensity': 0.0967741935483871, 'functionDefinitionDensity': 0.03225806451612903, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 2, 'whiteSpaceRatio': 0.3383383383383383}","private void createOrUpdateColumnFamily(TableInfo tableInfo, KsDef ksDef) throws Exception
    {
        MetaDataHandler handler = new MetaDataHandler();

        if (containsCompositeKey(tableInfo))
        {
            validateCompoundKey(tableInfo);
            createOrUpdateUsingCQL3(tableInfo, ksDef);

            
            createIndexUsingCql(tableInfo);
        }
        else if (containsCollectionColumns(tableInfo) || isCql3Enabled(tableInfo))
        {
            createOrUpdateUsingCQL3(tableInfo, ksDef);
            createIndexUsingCql(tableInfo);
        }
        else
        {

            CfDef cf_def = handler.getTableMetadata(tableInfo);
            try
            {
                cassandra_client.system_add_column_family(cf_def);
            }
            catch (InvalidRequestException irex)
            {
                updateExistingColumnFamily(tableInfo, ksDef, irex);
            }
        }
    }"
"@Override
    public boolean remove(long taskId, String owner, boolean removeIfEnded) throws Exception {
        StringBuilder delete = new StringBuilder(66)
                        .append(""DELETE FROM Task t WHERE t.ID=:i"");
        if (!removeIfEnded)
            delete.append("" AND t.STATES<"").append(TaskState.ENDED.bit);
        if (owner != null)
            delete.append("" AND t.OWNR=:o"");

        final boolean trace = TraceComponent.isAnyTracingEnabled();
        if (trace && tc.isEntryEnabled())
            Tr.entry(this, tc, ""remove"", taskId, owner, removeIfEnded, delete);

        EntityManager em = getPersistenceServiceUnit().createEntityManager();
        try {
            Query query = em.createQuery(delete.toString());
            query.setParameter(""i"", taskId);
            if (owner != null)
                query.setParameter(""o"", owner);

            boolean removed = query.executeUpdate() > 0;

            if (trace && tc.isEntryEnabled())
                Tr.exit(this, tc, ""remove"", removed);
            return removed;
        } finally {
            em.close();
        }
    }",java,human,train,human,gh,"{'avgFunctionLength': 0.0, 'avgIdentifierLength': 5.933962264150943, 'avgLineLength': 37.48275862068966, 'emptyLinesDensity': 0.13793103448275862, 'functionDefinitionDensity': 0.0, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 3, 'whiteSpaceRatio': 0.31390134529147984}","@Override
    public boolean remove(long taskId, String owner, boolean removeIfEnded) throws Exception {
        StringBuilder delete = new StringBuilder(66)
                        .append(""DELETE FROM Task t WHERE t.ID=:i"");
        if (!removeIfEnded)
            delete.append("" AND t.STATES<"").append(TaskState.ENDED.bit);
        if (owner != null)
            delete.append("" AND t.OWNR=:o"");

        final boolean trace = TraceComponent.isAnyTracingEnabled();
        if (trace && tc.isEntryEnabled())
            Tr.entry(this, tc, ""remove"", taskId, owner, removeIfEnded, delete);

        EntityManager em = getPersistenceServiceUnit().createEntityManager();
        try {
            Query query = em.createQuery(delete.toString());
            query.setParameter(""i"", taskId);
            if (owner != null)
                query.setParameter(""o"", owner);

            boolean removed = query.executeUpdate() > 0;

            if (trace && tc.isEntryEnabled())
                Tr.exit(this, tc, ""remove"", removed);
            return removed;
        } finally {
            em.close();
        }
    }"
"@Override
    public void addChemModel(IChemModel chemModel) {
        if (chemModelCount + 1 >= chemModels.length) {
            growChemModelArray();
        }
        chemModels[chemModelCount] = chemModel;
        chemModelCount++;
    }",java,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 9.1875, 'avgLineLength': 29.25, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.125, 'maintainabilityIndex': 14.119999999999994, 'maxDecisionTokens': 4, 'whiteSpaceRatio': 0.2946058091286307}","@Override
    public void addChemModel(IChemModel chemModel) {
        if (chemModelCount + 1 >= chemModels.length) {
            growChemModelArray();
        }
        chemModels[chemModelCount] = chemModel;
        chemModelCount++;
    }"
"def hist_path(self):
        """"""Absolute path of the HIST file. Empty string if file is not present.""""""
        # Lazy property to avoid multiple calls to has_abiext.
        try:
            return self._hist_path
        except AttributeError:
            path = self.outdir.has_abiext(""HIST"")
            if path: self._hist_path = path
            return path",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 5.214285714285714, 'avgLineLength': 39.44444444444444, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.1111111111111111, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.325068870523416}","def hist_path(self):
        
        
        try:
            return self._hist_path
        except AttributeError:
            path = self.outdir.has_abiext(""HIST"")
            if path: self._hist_path = path
            return path"
"public List<Association> getAssociationsForTarget(Class<? extends Model> targetModelClass) {
        List<Association> result = new ArrayList<>();
        for (Association association : associations) {
            if (association.getTargetClass().getName().equals(targetModelClass.getName())) {
                result.add(association);
            }
        }
        return result;
    }",java,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 8.379310344827585, 'avgLineLength': 42.22222222222222, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.1111111111111111, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 3, 'whiteSpaceRatio': 0.26288659793814434}","public List<Association> getAssociationsForTarget(Class<? extends Model> targetModelClass) {
        List<Association> result = new ArrayList<>();
        for (Association association : associations) {
            if (association.getTargetClass().getName().equals(targetModelClass.getName())) {
                result.add(association);
            }
        }
        return result;
    }"
"def permute(self, qubits: Qubits) -> 'Gate':
        """"""Permute the order of the qubits""""""
        vec = self.vec.permute(qubits)
        return Gate(vec.tensor, qubits=vec.qubits)",python,human,train,human,gh,"{'avgFunctionLength': 0.0, 'avgIdentifierLength': 4.708333333333333, 'avgLineLength': 44.25, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.0, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.22777777777777777}","def permute(self, qubits: Qubits) -> 'Gate':
        
        vec = self.vec.permute(qubits)
        return Gate(vec.tensor, qubits=vec.qubits)"
"def _find_files(root, includes, excludes, follow_symlinks):
    """"""List files inside a directory based on include and exclude rules.

    This is a more advanced version of `glob.glob`, that accepts multiple
    complex patterns.

    Args:
        root (str): base directory to list files from.
        includes (list[str]): inclusion patterns. Only files matching those
            patterns will be included in the result.
        excludes (list[str]): exclusion patterns. Files matching those
            patterns will be excluded from the result. Exclusions take
            precedence over inclusions.
        follow_symlinks (bool): If true, symlinks will be included in the
            resulting zip file

    Yields:
        str: a file name relative to the root.

    Note:
        Documentation for the patterns can be found at
        http://www.aviser.asia/formic/doc/index.html
    """"""

    root = os.path.abspath(root)
    file_set = formic.FileSet(
        directory=root, include=includes,
        exclude=excludes, symlinks=follow_symlinks,
    )

    for filename in file_set.qualified_files(absolute=False):
        yield filename",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 5.521428571428571, 'avgLineLength': 34.9375, 'emptyLinesDensity': 0.1875, 'functionDefinitionDensity': 0.03125, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.26022628372497825}","def _find_files(root, includes, excludes, follow_symlinks):
    

    root = os.path.abspath(root)
    file_set = formic.FileSet(
        directory=root, include=includes,
        exclude=excludes, symlinks=follow_symlinks,
    )

    for filename in file_set.qualified_files(absolute=False):
        yield filename"
"int NextChild(int i, vector<int> A) {
  if (A.size() == 0) {

 return 0;
  }
  int m1 = Query(A, i);
  if (m1 == 0) {

 return 0;
  }
  if (A.size() == 1) {

 return A.back();
  }
  int m2 = Query(A);
  if (m2 == m1) {

 return 0;
  }
  int j = NextChild(i, vector<int>(A.begin(), A.begin() + (A.size() / 2)));
  if (j == 0) {

 j = NextChild(i, vector<int>(A.begin() + (A.size() / 2), A.end()));
  }
  return j;
}",cpp,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 2.8405797101449277, 'avgLineLength': 14.961538461538462, 'emptyLinesDensity': 0.19230769230769232, 'functionDefinitionDensity': 15.961538461538462, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.27053140096618356}","int NextChild(int i, vector<int> A) {
  if (A.size() == 0) {

 return 0;
  }
  int m1 = Query(A, i);
  if (m1 == 0) {

 return 0;
  }
  if (A.size() == 1) {

 return A.back();
  }
  int m2 = Query(A);
  if (m2 == m1) {

 return 0;
  }
  int j = NextChild(i, vector<int>(A.begin(), A.begin() + (A.size() / 2)));
  if (j == 0) {

 j = NextChild(i, vector<int>(A.begin() + (A.size() / 2), A.end()));
  }
  return j;
}"
"public static void readIconicsCompoundButton(@NonNull Context ctx,
                                                 @Nullable AttributeSet attrs,
                                                 @NonNull CheckableIconBundle icon) {
        TypedArray a = ctx.obtainStyledAttributes(attrs, R.styleable.IconicsCompoundButton, 0, 0);

        //obtaining attributes for Unchecked icon state
        icon.mUncheckedIcon = getIconicsCompoundButtonUncheckedDrawable(ctx, a);

        //obtaining attributes for Checked icon state
        icon.mCheckedIcon = getIconicsCompoundButtonCheckedDrawable(ctx, a);

        a.recycle();
    }",java,human,train,human,gh,"{'avgFunctionLength': 0.0, 'avgIdentifierLength': 8.404255319148936, 'avgLineLength': 47.38461538461539, 'emptyLinesDensity': 0.23076923076923078, 'functionDefinitionDensity': 0.0, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.3089171974522293}","public static void readIconicsCompoundButton(@NonNull Context ctx,
                                                 @Nullable AttributeSet attrs,
                                                 @NonNull CheckableIconBundle icon) {
        TypedArray a = ctx.obtainStyledAttributes(attrs, R.styleable.IconicsCompoundButton, 0, 0);

        
        icon.mUncheckedIcon = getIconicsCompoundButtonUncheckedDrawable(ctx, a);

        
        icon.mCheckedIcon = getIconicsCompoundButtonCheckedDrawable(ctx, a);

        a.recycle();
    }"
"public boolean set(String value, Date expireAt) {
		if (value == null)
			return false;
		try {
			boolean result = getJedisCommands(groupName).set(key, value).equals(RESP_OK);
			if(result){
				result = setExpireAt(expireAt);
				//set可能是更新缓存，所以统一通知各节点清除本地缓存
				Level1CacheSupport.getInstance().publishSyncEvent(key);
			}
			return result;
		} finally {
			getJedisProvider(groupName).release();
		}
	}",java,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 7.256410256410256, 'avgLineLength': 26.133333333333333, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.06666666666666667, 'maintainabilityIndex': 29.79333333333333, 'maxDecisionTokens': 2, 'whiteSpaceRatio': 0.17980295566502463}","public boolean set(String value, Date expireAt) {
		if (value == null)
			return false;
		try {
			boolean result = getJedisCommands(groupName).set(key, value).equals(RESP_OK);
			if(result){
				result = setExpireAt(expireAt);
				
				Level1CacheSupport.getInstance().publishSyncEvent(key);
			}
			return result;
		} finally {
			getJedisProvider(groupName).release();
		}
	}"
"def grid(self, dimensions=None, **kwargs):
        """"""
        Groups data by supplied dimension(s) laying the groups along
        the dimension(s) out in a GridSpace.

        Args:
        dimensions: Dimension/str or list
            Dimension or list of dimensions to group by

        Returns:
        grid: GridSpace
            GridSpace with supplied dimensions
        """"""
        return self.groupby(dimensions, container_type=GridSpace, **kwargs)",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 5.568627450980392, 'avgLineLength': 31.785714285714285, 'emptyLinesDensity': 0.14285714285714285, 'functionDefinitionDensity': 0.07142857142857142, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.31004366812227074}","def grid(self, dimensions=None, **kwargs):
        
        return self.groupby(dimensions, container_type=GridSpace, **kwargs)"
"void spush(int x) {

 if (slazy[x] != 0)


sapply(2 * x + 1, slazy[x]), sapply(2 * x + 2, slazy[x]), slazy[x] = 0;
  }",cpp,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 2.5652173913043477, 'avgLineLength': 16.0, 'emptyLinesDensity': 0.42857142857142855, 'functionDefinitionDensity': 17.0, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.2457627118644068}","void spush(int x) {

 if (slazy[x] != 0)


sapply(2 * x + 1, slazy[x]), sapply(2 * x + 2, slazy[x]), slazy[x] = 0;
  }"
"def use_double_hash(password_hash=None):
    """"""Return a bool indicating whether a password should be hashed twice.""""""
    # Default to plaintext for backward compatibility with
    # SECURITY_PASSWORD_SINGLE_HASH = False
    single_hash = config_value('PASSWORD_SINGLE_HASH') or {'plaintext'}

    if password_hash is None:
        scheme = _security.password_hash
    else:
        scheme = _pwd_context.identify(password_hash)

    return not (single_hash is True or scheme in single_hash)",python,human,train,human,gh,"{'avgFunctionLength': 1.0, 'avgIdentifierLength': 7.28, 'avgLineLength': 40.083333333333336, 'emptyLinesDensity': 0.16666666666666666, 'functionDefinitionDensity': 0.08333333333333333, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.19308943089430894}","def use_double_hash(password_hash=None):
    
    
    
    single_hash = config_value('PASSWORD_SINGLE_HASH') or {'plaintext'}

    if password_hash is None:
        scheme = _security.password_hash
    else:
        scheme = _pwd_context.identify(password_hash)

    return not (single_hash is True or scheme in single_hash)"
"def cql_query_with_prepare(query, statement_name, statement_arguments, callback_errors=None, contact_points=None,
                           port=None, cql_user=None, cql_pass=None, **kwargs):
    '''
    Run a query on a Cassandra cluster and return a dictionary.

    This function should not be used asynchronously for SELECTs -- it will not
    return anything and we don't currently have a mechanism for handling a future
    that will return results.

    :param query:          The query to execute.
    :type  query:          str
    :param statement_name: Name to assign the prepared statement in the __context__ dictionary
    :type  statement_name: str
    :param statement_arguments: Bind parameters for the SQL statement
    :type  statement_arguments: list[str]
    :param async:           Run this query in asynchronous mode
    :type  async:           bool
    :param callback_errors: Function to call after query runs if there is an error
    :type  callback_errors: Function callable
    :param contact_points: The Cassandra cluster addresses, can either be a string or a list of IPs.
    :type  contact_points: str | list[str]
    :param cql_user:       The Cassandra user if authentication is turned on.
    :type  cql_user:       str
    :param cql_pass:       The Cassandra user password if authentication is turned on.
    :type  cql_pass:       str
    :param port:           The Cassandra cluster port, defaults to None.
    :type  port:           int
    :param params:         The parameters for the query, optional.
    :type  params:         str
    :return:               A dictionary from the return values of the query
    :rtype:                list[dict]


    CLI Example:

    .. code-block:: bash

        # Insert data asynchronously
        salt this-node cassandra_cql.cql_query_with_prepare ""name_insert"" ""INSERT INTO USERS (first_name, last_name) VALUES (?, ?)"" \
            statement_arguments=['John','Doe'], asynchronous=True

        # Select data, should not be asynchronous because there is not currently a facility to return data from a future
        salt this-node cassandra_cql.cql_query_with_prepare ""name_select"" ""SELECT * FROM USERS WHERE first_name=?"" \
            statement_arguments=['John']
    '''
    # Backward-compatibility with Python 3.7: ""async"" is a reserved word
    asynchronous = kwargs.get('async', False)
    try:
        cluster, session = _connect(contact_points=contact_points, port=port,
                                    cql_user=cql_user, cql_pass=cql_pass)
    except CommandExecutionError:
        log.critical('Could not get Cassandra cluster session.')
        raise
    except BaseException as e:
        log.critical('Unexpected error while getting Cassandra cluster session: %s', e)
        raise

    if statement_name not in __context__['cassandra_cql_prepared']:
        try:
            bound_statement = session.prepare(query)
            __context__['cassandra_cql_prepared'][statement_name] = bound_statement
        except BaseException as e:
            log.critical('Unexpected error while preparing SQL statement: %s', e)
            raise
    else:
        bound_statement = __context__['cassandra_cql_prepared'][statement_name]

    session.row_factory = dict_factory
    ret = []

    try:
        if asynchronous:
            future_results = session.execute_async(bound_statement.bind(statement_arguments))
            # future_results.add_callbacks(_async_log_errors)
        else:
            results = session.execute(bound_statement.bind(statement_arguments))
    except BaseException as e:
        log.error('Failed to execute query: %s\n reason: %s', query, e)
        msg = ""ERROR: Cassandra query failed: {0} reason: {1}"".format(query, e)
        raise CommandExecutionError(msg)

    if not asynchronous and results:
        for result in results:
            values = {}
            for key, value in six.iteritems(result):
                # Salt won't return dictionaries with odd types like uuid.UUID
                if not isinstance(value, six.text_type):
                    # Must support Cassandra collection types.
                    # Namely, Cassandras set, list, and map collections.
                    if not isinstance(value, (set, list, dict)):
                        value = six.text_type(value)
                values[key] = value
            ret.append(values)

    # If this was a synchronous call, then we either have an empty list
    # because there was no return, or we have a return
    # If this was an asynchronous call we only return the empty list
    return ret",python,human,train,human,gh,"{'avgFunctionLength': 0.0, 'avgIdentifierLength': 5.952475247524752, 'avgLineLength': 46.02040816326531, 'emptyLinesDensity': 0.12244897959183673, 'functionDefinitionDensity': 0.0, 'maintainabilityIndex': 0.0, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.2789233774690688}","def cql_query_with_prepare(query, statement_name, statement_arguments, callback_errors=None, contact_points=None,
                           port=None, cql_user=None, cql_pass=None, **kwargs):
    
    
    asynchronous = kwargs.get('async', False)
    try:
        cluster, session = _connect(contact_points=contact_points, port=port,
                                    cql_user=cql_user, cql_pass=cql_pass)
    except CommandExecutionError:
        log.critical('Could not get Cassandra cluster session.')
        raise
    except BaseException as e:
        log.critical('Unexpected error while getting Cassandra cluster session: %s', e)
        raise

    if statement_name not in __context__['cassandra_cql_prepared']:
        try:
            bound_statement = session.prepare(query)
            __context__['cassandra_cql_prepared'][statement_name] = bound_statement
        except BaseException as e:
            log.critical('Unexpected error while preparing SQL statement: %s', e)
            raise
    else:
        bound_statement = __context__['cassandra_cql_prepared'][statement_name]

    session.row_factory = dict_factory
    ret = []

    try:
        if asynchronous:
            future_results = session.execute_async(bound_statement.bind(statement_arguments))
            
        else:
            results = session.execute(bound_statement.bind(statement_arguments))
    except BaseException as e:
        log.error('Failed to execute query: %s\n reason: %s', query, e)
        msg = ""ERROR: Cassandra query failed: {0} reason: {1}"".format(query, e)
        raise CommandExecutionError(msg)

    if not asynchronous and results:
        for result in results:
            values = {}
            for key, value in six.iteritems(result):
                
                if not isinstance(value, six.text_type):
                    
                    
                    if not isinstance(value, (set, list, dict)):
                        value = six.text_type(value)
                values[key] = value
            ret.append(values)

    
    
    
    return ret"
"public static <T> EphemeralConst<T> of(
		final String name,
		final Supplier<T> supplier
	) {
		return new EphemeralConst<>(requireNonNull(name), supplier);
	}",java,human,train,human,gh,"{'avgFunctionLength': 0.0, 'avgIdentifierLength': 6.105263157894737, 'avgLineLength': 25.833333333333332, 'emptyLinesDensity': 0.0, 'functionDefinitionDensity': 0.0, 'maintainabilityIndex': 32.333333333333314, 'maxDecisionTokens': 0, 'whiteSpaceRatio': 0.15625}","public static <T> EphemeralConst<T> of(
		final String name,
		final Supplier<T> supplier
	) {
		return new EphemeralConst<>(requireNonNull(name), supplier);
	}"
